J2,J1,AllIssues_Total_Freq,AllIssues_Case_Opps,Total_Freq,Case_Opps,Year,J1name,J1Prez,J1PrezParty,J1party,J2name,J2Prez,J2PrezParty,J2party,J_id,G1,G2,ColorValue,Topic
94,93,133,170,24,35,1960,CEWhittaker,Eisenhower,R,R,PStewart,Eisenhower,R,R,93_94,1,1,-1,Criminal Procedure
88,84,81,112,17,23,1951,RHJackson,FDR,D,D,TCClark,Truman,D,D,84_88,1,1,1,Criminal Procedure
101,99,153,191,38,43,1977,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,99_101,1,1,-1,Criminal Procedure
79,78,67,135,6,13,1950,HLBlack,FDR,D,D,SFReed,FDR,D,D,78_79,1,1,1,Criminal Procedure
86,82,102,175,6,23,1948,FMurphy,FDR,D,D,HHBurton,Truman,D,R,82_86,2,1,1,Criminal Procedure
107,104,71,94,17,30,2003,SDOConnor,Reagan,R,R,DHSouter,Bush,R,R,104_107,2,1,-1,Criminal Procedure
89,79,2,2,1,1,1956,SFReed,FDR,D,D,SMinton,Truman,D,D,79_89,1,1,1,Criminal Procedure
95,91,127,179,36,52,1968,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,91_95,1,1,0,Criminal Procedure
109,106,86,112,16,24,1995,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,106_109,1,1,0,Criminal Procedure
88,84,71,92,5,6,1949,RHJackson,FDR,D,D,TCClark,Truman,D,D,84_88,1,1,1,Criminal Procedure
99,94,148,194,34,43,1977,PStewart,Eisenhower,R,R,WEBurger,Nixon,R,R,94_99,1,1,-1,Criminal Procedure
102,100,119,216,30,64,1985,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,100_102,2,1,-1,Criminal Procedure
102,95,152,181,42,47,1989,BRWhite,Kennedy,D,D,WHRehnquist,Nixon,R,R,95_102,1,1,0,Criminal Procedure
113,103,84,101,29,34,2009,JPStevens,Ford,R,R,SSotomayor,Obama,D,I,103_113,1,1,0,Criminal Procedure
101,95,180,215,36,40,1975,BRWhite,Kennedy,D,D,LFPowell,Nixon,R,D,95_101,1,1,0,Criminal Procedure
101,99,145,162,28,32,1978,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,99_101,1,1,-1,Criminal Procedure
100,98,143,215,13,39,1975,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,98_100,1,1,0,Criminal Procedure
103,95,122,216,35,64,1985,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,95_103,1,2,0,Criminal Procedure
104,103,142,205,22,29,1981,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,103_104,1,1,-1,Criminal Procedure
97,91,100,154,13,30,1965,JHarlan2,Eisenhower,R,R,AFortas,LBJ,D,D,91_97,1,1,0,Criminal Procedure
91,81,90,165,22,34,1970,WODouglas,FDR,D,D,JHarlan2,Eisenhower,R,R,81_91,1,1,0,Criminal Procedure
104,102,198,240,54,59,1986,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,102_104,1,1,-1,Criminal Procedure
89,78,85,132,8,15,1955,HLBlack,FDR,D,D,SMinton,Truman,D,D,78_89,1,1,1,Criminal Procedure
90,88,120,166,12,23,1959,TCClark,Truman,D,D,EWarren,Eisenhower,R,R,88_90,1,2,0,Criminal Procedure
102,100,130,209,30,46,1979,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,100_102,1,1,-1,Criminal Procedure
105,98,116,197,16,38,1987,TMarshall,LBJ,D,D,AScalia,Reagan,R,R,98_105,1,1,0,Criminal Procedure
90,81,58,95,8,22,1953,WODouglas,FDR,D,D,EWarren,Eisenhower,R,R,81_90,1,1,0,Criminal Procedure
90,88,103,116,23,24,1954,TCClark,Truman,D,D,EWarren,Eisenhower,R,R,88_90,1,1,0,Criminal Procedure
100,81,91,165,17,35,1974,WODouglas,FDR,D,D,HABlackmun,Nixon,R,R,81_100,1,1,0,Criminal Procedure
96,78,167,206,27,35,1962,HLBlack,FDR,D,D,AJGoldberg,Kennedy,D,D,78_96,1,1,1,Criminal Procedure
101,95,160,193,37,42,1974,BRWhite,Kennedy,D,D,LFPowell,Nixon,R,D,95_101,1,1,0,Criminal Procedure
108,104,91,110,17,21,1998,SDOConnor,Reagan,R,R,CThomas,Bush,R,R,104_108,1,1,-1,Criminal Procedure
107,106,76,109,13,19,2002,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,106_107,1,1,-1,Criminal Procedure
110,109,57,75,21,26,2007,RBGinsburg,Clinton,D,D,SGBreyer,Clinton,D,D,109_110,1,1,1,Criminal Procedure
98,92,178,193,41,44,1979,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,92_98,1,1,0,Criminal Procedure
106,104,24,28,7,7,2005,SDOConnor,Reagan,R,R,AMKennedy,Reagan,R,R,104_106,1,1,-1,Criminal Procedure
87,82,92,147,13,34,1947,FMurphy,FDR,D,D,FMVinson,Truman,D,D,82_87,2,1,1,Criminal Procedure
106,104,78,96,27,30,2003,SDOConnor,Reagan,R,R,AMKennedy,Reagan,R,R,104_106,2,2,-1,Criminal Procedure
110,104,84,109,14,21,1998,SDOConnor,Reagan,R,R,SGBreyer,Clinton,D,D,104_110,1,1,0,Criminal Procedure
104,95,149,179,37,40,1988,BRWhite,Kennedy,D,D,SDOConnor,Reagan,R,R,95_104,1,1,0,Criminal Procedure
101,92,155,228,37,51,1976,WJBrennan,Eisenhower,R,D,LFPowell,Nixon,R,D,92_101,1,1,-1,Criminal Procedure
81,78,92,135,9,13,1950,HLBlack,FDR,D,D,WODouglas,FDR,D,D,78_81,1,1,1,Criminal Procedure
104,101,108,129,24,31,1984,LFPowell,Nixon,R,D,SDOConnor,Reagan,R,R,101_104,1,1,-1,Criminal Procedure
87,86,105,131,12,13,1950,HHBurton,Truman,D,R,FMVinson,Truman,D,D,86_87,1,1,1,Criminal Procedure
111,104,23,26,7,7,2005,SDOConnor,Reagan,R,R,JGRoberts,WBush,R,R,104_111,1,1,-1,Criminal Procedure
99,94,154,204,33,46,1979,PStewart,Eisenhower,R,R,WEBurger,Nixon,R,R,94_99,1,1,-1,Criminal Procedure
111,110,63,98,17,25,2010,SGBreyer,Clinton,D,D,JGRoberts,WBush,R,R,110_111,2,1,0,Criminal Procedure
106,105,88,109,17,19,2002,AScalia,Reagan,R,R,AMKennedy,Reagan,R,R,105_106,1,1,-1,Criminal Procedure
104,102,89,109,18,20,1996,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,102_104,1,1,-1,Criminal Procedure
87,81,18,28,1,3,1949,WODouglas,FDR,D,D,FMVinson,Truman,D,D,81_87,1,1,1,Criminal Procedure
109,107,66,79,25,26,2007,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,107_109,1,1,0,Criminal Procedure
110,109,92,111,14,21,1998,RBGinsburg,Clinton,D,D,SGBreyer,Clinton,D,D,109_110,1,1,1,Criminal Procedure
100,98,188,238,40,59,1986,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,98_100,2,2,0,Criminal Procedure
104,102,101,105,32,33,1999,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,102_104,2,2,-1,Criminal Procedure
104,101,181,215,55,64,1985,LFPowell,Nixon,R,D,SDOConnor,Reagan,R,R,101_104,1,1,-1,Criminal Procedure
105,102,89,110,18,19,2002,WHRehnquist,Nixon,R,R,AScalia,Reagan,R,R,102_105,1,1,-1,Criminal Procedure
111,109,45,83,12,24,2006,RBGinsburg,Clinton,D,D,JGRoberts,WBush,R,R,109_111,1,2,0,Criminal Procedure
84,81,80,170,10,23,1948,WODouglas,FDR,D,D,RHJackson,FDR,D,D,81_84,2,1,1,Criminal Procedure
106,103,102,147,24,39,1992,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,103_106,1,1,-1,Criminal Procedure
90,81,126,161,14,21,1964,WODouglas,FDR,D,D,EWarren,Eisenhower,R,R,81_90,1,1,0,Criminal Procedure
108,102,84,107,25,26,1993,WHRehnquist,Nixon,R,R,CThomas,Bush,R,R,102_108,1,1,-1,Criminal Procedure
100,92,149,182,33,47,1989,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,92_100,2,2,-1,Criminal Procedure
101,99,177,208,22,27,1981,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,99_101,1,1,-1,Criminal Procedure
102,92,89,190,14,40,1978,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,92_102,1,1,-1,Criminal Procedure
102,92,111,230,16,40,1973,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,92_102,2,1,-1,Criminal Procedure
94,93,133,164,15,22,1959,CEWhittaker,Eisenhower,R,R,PStewart,Eisenhower,R,R,93_94,1,1,-1,Criminal Procedure
101,100,147,208,22,29,1981,HABlackmun,Nixon,R,R,LFPowell,Nixon,R,D,100_101,1,1,-1,Criminal Procedure
98,94,184,228,42,55,1971,PStewart,Eisenhower,R,R,TMarshall,LBJ,D,D,94_98,2,2,0,Criminal Procedure
101,100,186,220,33,41,1973,HABlackmun,Nixon,R,R,LFPowell,Nixon,R,D,100_101,1,1,-1,Criminal Procedure
108,103,58,107,12,24,1995,JPStevens,Ford,R,R,CThomas,Bush,R,R,103_108,1,1,-1,Criminal Procedure
101,99,173,205,36,46,1979,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,99_101,1,1,-1,Criminal Procedure
112,106,69,87,14,22,2012,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,106_112,1,1,-1,Criminal Procedure
100,98,171,200,26,38,1987,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,98_100,1,1,0,Criminal Procedure
101,81,4,6,0,1,1975,WODouglas,FDR,D,D,LFPowell,Nixon,R,D,81_101,1,1,0,Criminal Procedure
97,78,61,99,13,28,1968,HLBlack,FDR,D,D,AFortas,LBJ,D,D,78_97,1,1,1,Criminal Procedure
104,103,138,201,23,44,1982,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,103_104,1,1,-1,Criminal Procedure
85,79,96,150,13,34,1947,SFReed,FDR,D,D,WBRutledge,FDR,D,D,79_85,1,2,1,Criminal Procedure
96,95,155,214,27,45,1963,BRWhite,Kennedy,D,D,AJGoldberg,Kennedy,D,D,95_96,1,1,1,Criminal Procedure
80,79,78,132,11,15,1955,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,79_80,1,1,1,Criminal Procedure
99,98,134,197,26,42,1974,TMarshall,LBJ,D,D,WEBurger,Nixon,R,R,98_99,1,1,0,Criminal Procedure
101,98,122,205,23,64,1983,TMarshall,LBJ,D,D,LFPowell,Nixon,R,D,98_101,1,1,0,Criminal Procedure
88,80,71,102,11,23,1951,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,80_88,1,1,1,Criminal Procedure
84,81,49,92,10,23,1953,WODouglas,FDR,D,D,RHJackson,FDR,D,D,81_84,1,1,1,Criminal Procedure
109,104,87,123,18,31,1997,SDOConnor,Reagan,R,R,RBGinsburg,Clinton,D,D,104_109,1,1,0,Criminal Procedure
102,92,93,183,16,39,1988,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,92_102,2,1,-1,Criminal Procedure
111,110,69,82,18,22,2013,SGBreyer,Clinton,D,D,JGRoberts,WBush,R,R,110_111,1,1,0,Criminal Procedure
102,92,107,228,22,50,1972,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,92_102,2,1,-1,Criminal Procedure
103,92,149,210,11,29,1981,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,92_103,1,1,-1,Criminal Procedure
95,90,19,23,2,3,1961,EWarren,Eisenhower,R,R,BRWhite,Kennedy,D,D,90_95,1,1,0,Criminal Procedure
90,88,109,161,21,37,1958,TCClark,Truman,D,D,EWarren,Eisenhower,R,R,88_90,2,1,0,Criminal Procedure
109,104,73,106,17,23,2000,SDOConnor,Reagan,R,R,RBGinsburg,Clinton,D,D,104_109,2,1,0,Criminal Procedure
84,79,106,143,23,34,1947,SFReed,FDR,D,D,RHJackson,FDR,D,D,79_84,1,1,1,Criminal Procedure
106,105,80,93,19,25,2005,AScalia,Reagan,R,R,AMKennedy,Reagan,R,R,105_106,1,1,-1,Criminal Procedure
103,102,122,190,19,33,1980,WHRehnquist,Nixon,R,R,JPStevens,Ford,R,R,102_103,1,1,-1,Criminal Procedure
110,105,81,124,12,31,1997,AScalia,Reagan,R,R,SGBreyer,Clinton,D,D,105_110,1,1,0,Criminal Procedure
104,92,98,175,17,39,1988,WJBrennan,Eisenhower,R,D,SDOConnor,Reagan,R,R,92_104,2,1,-1,Criminal Procedure
86,78,79,132,7,15,1955,HLBlack,FDR,D,D,HHBurton,Truman,D,R,78_86,1,1,1,Criminal Procedure
106,103,68,104,11,23,1994,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,103_106,1,1,-1,Criminal Procedure
92,90,169,181,50,53,1968,EWarren,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,90_92,1,1,-1,Criminal Procedure
102,92,100,242,12,59,1986,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,92_102,2,1,-1,Criminal Procedure
112,104,0,0,0,0,2005,SDOConnor,Reagan,R,R,SAAlito,WBush,R,R,104_112,1,1,-1,Criminal Procedure
100,95,148,200,29,38,1987,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,95_100,1,1,0,Criminal Procedure
101,92,115,187,22,34,1980,WJBrennan,Eisenhower,R,D,LFPowell,Nixon,R,D,92_101,1,1,-1,Criminal Procedure
106,104,86,107,17,19,2002,SDOConnor,Reagan,R,R,AMKennedy,Reagan,R,R,104_106,1,1,-1,Criminal Procedure
86,78,97,154,20,34,1947,HLBlack,FDR,D,D,HHBurton,Truman,D,R,78_86,2,1,1,Criminal Procedure
81,78,141,176,22,28,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,78_81,1,1,1,Criminal Procedure
92,78,139,166,19,23,1959,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,78_92,2,2,0,Criminal Procedure
95,92,173,232,43,80,1967,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,92_95,1,1,0,Criminal Procedure
107,102,79,110,14,19,2002,WHRehnquist,Nixon,R,R,DHSouter,Bush,R,R,102_107,1,1,-1,Criminal Procedure
109,102,61,97,15,30,2003,WHRehnquist,Nixon,R,R,RBGinsburg,Clinton,D,D,102_109,2,1,0,Criminal Procedure
100,95,191,228,44,50,1976,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,95_100,1,1,0,Criminal Procedure
110,106,66,87,19,23,2012,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,106_110,1,2,0,Criminal Procedure
100,94,180,224,33,41,1973,PStewart,Eisenhower,R,R,HABlackmun,Nixon,R,R,94_100,1,1,-1,Criminal Procedure
110,104,78,94,20,30,2003,SDOConnor,Reagan,R,R,SGBreyer,Clinton,D,D,104_110,2,1,0,Criminal Procedure
103,92,173,218,51,69,1983,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,92_103,1,1,-1,Criminal Procedure
88,81,75,172,14,36,1960,WODouglas,FDR,D,D,TCClark,Truman,D,D,81_88,2,1,1,Criminal Procedure
100,95,149,207,31,45,1979,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,95_100,1,1,0,Criminal Procedure
91,90,106,170,14,36,1960,EWarren,Eisenhower,R,R,JHarlan2,Eisenhower,R,R,90_91,2,1,-1,Criminal Procedure
106,104,95,112,21,24,1995,SDOConnor,Reagan,R,R,AMKennedy,Reagan,R,R,104_106,1,1,-1,Criminal Procedure
93,80,133,189,35,45,1957,FFrankfurter,FDR,D,I,CEWhittaker,Eisenhower,R,R,80_93,1,1,0,Criminal Procedure
90,88,114,172,13,36,1960,TCClark,Truman,D,D,EWarren,Eisenhower,R,R,88_90,1,2,0,Criminal Procedure
110,108,63,92,14,25,2005,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,108_110,1,1,0,Criminal Procedure
98,95,135,201,19,44,1982,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,95_98,1,1,1,Criminal Procedure
92,78,109,173,25,42,1969,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,78_92,1,1,0,Criminal Procedure
97,95,77,101,16,27,1968,BRWhite,Kennedy,D,D,AFortas,LBJ,D,D,95_97,1,1,1,Criminal Procedure
93,89,0,0,0,0,1956,SMinton,Truman,D,D,CEWhittaker,Eisenhower,R,R,89_93,1,1,0,Criminal Procedure
102,99,169,208,39,46,1979,WEBurger,Nixon,R,R,WHRehnquist,Nixon,R,R,99_102,1,1,-1,Criminal Procedure
100,98,122,145,34,41,1990,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,98_100,2,2,0,Criminal Procedure
98,81,112,136,48,56,1967,WODouglas,FDR,D,D,TMarshall,LBJ,D,D,81_98,1,1,1,Criminal Procedure
103,92,77,114,6,17,1975,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,92_103,1,1,-1,Criminal Procedure
106,98,83,142,18,40,1990,TMarshall,LBJ,D,D,AMKennedy,Reagan,R,R,98_106,2,1,0,Criminal Procedure
88,79,49,54,16,17,1956,SFReed,FDR,D,D,TCClark,Truman,D,D,79_88,1,1,1,Criminal Procedure
92,91,112,177,24,37,1970,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,91_92,1,1,-1,Criminal Procedure
110,107,82,95,18,22,2001,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,107_110,1,1,0,Criminal Procedure
79,78,55,129,12,26,1951,HLBlack,FDR,D,D,SFReed,FDR,D,D,78_79,1,1,1,Criminal Procedure
111,110,56,94,16,27,2008,SGBreyer,Clinton,D,D,JGRoberts,WBush,R,R,110_111,2,1,0,Criminal Procedure
111,107,51,94,16,27,2008,DHSouter,Bush,R,R,JGRoberts,WBush,R,R,107_111,2,1,-1,Criminal Procedure
81,79,34,56,5,17,1956,SFReed,FDR,D,D,WODouglas,FDR,D,D,79_81,1,2,1,Criminal Procedure
113,106,74,104,26,34,2009,AMKennedy,Reagan,R,R,SSotomayor,Obama,D,I,106_113,2,1,0,Criminal Procedure
103,92,164,201,30,44,1982,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,92_103,1,1,-1,Criminal Procedure
103,100,160,223,31,50,1976,HABlackmun,Nixon,R,R,JPStevens,Ford,R,R,100_103,1,1,-1,Criminal Procedure
110,106,80,111,13,21,1998,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,106_110,1,1,0,Criminal Procedure
99,98,103,173,14,35,1970,TMarshall,LBJ,D,D,WEBurger,Nixon,R,R,98_99,1,1,0,Criminal Procedure
96,95,160,196,28,35,1962,BRWhite,Kennedy,D,D,AJGoldberg,Kennedy,D,D,95_96,1,1,1,Criminal Procedure
104,103,63,104,12,23,1994,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,103_104,1,1,-1,Criminal Procedure
88,87,89,91,6,6,1949,FMVinson,Truman,D,D,TCClark,Truman,D,D,87_88,1,1,1,Criminal Procedure
93,91,42,50,7,7,1956,JHarlan2,Eisenhower,R,R,CEWhittaker,Eisenhower,R,R,91_93,1,1,-1,Criminal Procedure
107,98,74,128,14,36,1990,TMarshall,LBJ,D,D,DHSouter,Bush,R,R,98_107,2,1,0,Criminal Procedure
87,79,109,137,21,26,1951,SFReed,FDR,D,D,FMVinson,Truman,D,D,79_87,1,1,1,Criminal Procedure
100,95,173,200,38,42,1974,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,95_100,1,1,0,Criminal Procedure
104,102,87,106,17,23,2000,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,102_104,2,2,-1,Criminal Procedure
89,88,91,111,9,9,1950,TCClark,Truman,D,D,SMinton,Truman,D,D,88_89,1,1,1,Criminal Procedure
99,94,157,190,32,41,1978,PStewart,Eisenhower,R,R,WEBurger,Nixon,R,R,94_99,1,1,-1,Criminal Procedure
109,107,80,92,19,23,2004,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,107_109,1,1,0,Criminal Procedure
99,95,168,206,36,45,1979,BRWhite,Kennedy,D,D,WEBurger,Nixon,R,R,95_99,1,1,0,Criminal Procedure
113,109,70,84,17,21,2011,RBGinsburg,Clinton,D,D,SSotomayor,Obama,D,I,109_113,1,1,1,Criminal Procedure
100,92,145,224,27,50,1971,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,92_100,2,2,-1,Criminal Procedure
90,81,139,167,23,31,1965,WODouglas,FDR,D,D,EWarren,Eisenhower,R,R,81_90,1,1,0,Criminal Procedure
108,106,68,84,17,21,2011,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,106_108,1,1,-1,Criminal Procedure
86,80,130,189,34,45,1957,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,80_86,1,1,1,Criminal Procedure
104,99,178,206,24,27,1981,WEBurger,Nixon,R,R,SDOConnor,Reagan,R,R,99_104,1,1,-1,Criminal Procedure
88,87,97,110,8,9,1950,FMVinson,Truman,D,D,TCClark,Truman,D,D,87_88,1,1,1,Criminal Procedure
103,94,80,112,15,17,1975,PStewart,Eisenhower,R,R,JPStevens,Ford,R,R,94_103,1,1,-1,Criminal Procedure
95,92,117,168,19,30,1977,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,92_95,1,1,0,Criminal Procedure
114,106,69,82,20,22,2013,AMKennedy,Reagan,R,R,EKagan,Obama,D,D,106_114,1,1,0,Criminal Procedure
87,80,76,143,10,25,1952,FFrankfurter,FDR,D,I,FMVinson,Truman,D,D,80_87,2,1,1,Criminal Procedure
92,91,97,174,24,48,1966,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,91_92,1,1,-1,Criminal Procedure
95,94,141,204,33,45,1979,PStewart,Eisenhower,R,R,BRWhite,Kennedy,D,D,94_95,1,1,0,Criminal Procedure
110,107,75,83,20,23,2006,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,107_110,1,1,0,Criminal Procedure
108,102,84,109,17,19,2002,WHRehnquist,Nixon,R,R,CThomas,Bush,R,R,102_108,1,1,-1,Criminal Procedure
105,92,122,197,17,37,1987,WJBrennan,Eisenhower,R,D,AScalia,Reagan,R,R,92_105,1,1,-1,Criminal Procedure
94,81,107,182,32,53,1968,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,81_94,1,1,0,Criminal Procedure
109,105,68,93,15,25,2005,AScalia,Reagan,R,R,RBGinsburg,Clinton,D,D,105_109,1,1,0,Criminal Procedure
103,95,133,203,24,44,1982,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,95_103,1,1,0,Criminal Procedure
101,92,114,164,19,30,1977,WJBrennan,Eisenhower,R,D,LFPowell,Nixon,R,D,92_101,1,1,-1,Criminal Procedure
88,81,96,128,7,14,1955,WODouglas,FDR,D,D,TCClark,Truman,D,D,81_88,1,1,1,Criminal Procedure
105,103,97,147,22,39,1992,JPStevens,Ford,R,R,AScalia,Reagan,R,R,103_105,1,1,-1,Criminal Procedure
93,88,50,62,7,10,1961,TCClark,Truman,D,D,CEWhittaker,Eisenhower,R,R,88_93,1,1,0,Criminal Procedure
110,109,85,95,18,22,2001,RBGinsburg,Clinton,D,D,SGBreyer,Clinton,D,D,109_110,1,1,1,Criminal Procedure
108,104,106,123,24,31,1997,SDOConnor,Reagan,R,R,CThomas,Bush,R,R,104_108,1,1,-1,Criminal Procedure
106,102,158,181,43,47,1989,WHRehnquist,Nixon,R,R,AMKennedy,Reagan,R,R,102_106,1,1,-1,Criminal Procedure
108,104,127,147,32,39,1992,SDOConnor,Reagan,R,R,CThomas,Bush,R,R,104_108,1,1,-1,Criminal Procedure
91,81,72,163,9,23,1959,WODouglas,FDR,D,D,JHarlan2,Eisenhower,R,R,81_91,2,1,0,Criminal Procedure
103,92,151,206,30,46,1979,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,92_103,1,1,-1,Criminal Procedure
105,102,195,236,51,59,1986,WHRehnquist,Nixon,R,R,AScalia,Reagan,R,R,102_105,1,1,-1,Criminal Procedure
86,80,94,135,8,13,1950,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,80_86,1,1,1,Criminal Procedure
110,106,68,95,17,22,2001,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,106_110,2,1,0,Criminal Procedure
103,95,149,218,44,69,1983,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,95_103,1,1,0,Criminal Procedure
99,78,113,171,26,42,1969,HLBlack,FDR,D,D,WEBurger,Nixon,R,R,78_99,1,1,0,Criminal Procedure
94,91,151,175,27,32,1965,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,91_94,1,1,-1,Criminal Procedure
109,105,11,18,4,5,2015,AScalia,Reagan,R,R,RBGinsburg,Clinton,D,D,105_109,1,1,0,Criminal Procedure
85,82,135,146,33,34,1947,FMurphy,FDR,D,D,WBRutledge,FDR,D,D,82_85,2,2,1,Criminal Procedure
88,86,111,145,20,28,1956,HHBurton,Truman,D,R,TCClark,Truman,D,D,86_88,1,1,1,Criminal Procedure
94,81,140,217,20,35,1962,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,81_94,1,1,0,Criminal Procedure
92,81,121,153,20,25,1961,WODouglas,FDR,D,D,WJBrennan,Eisenhower,R,D,81_92,1,1,0,Criminal Procedure
112,108,78,87,17,22,2012,CThomas,Bush,R,R,SAAlito,WBush,R,R,108_112,1,1,-1,Criminal Procedure
110,103,80,93,22,25,2005,JPStevens,Ford,R,R,SGBreyer,Clinton,D,D,103_110,1,1,0,Criminal Procedure
102,101,159,207,31,46,1979,LFPowell,Nixon,R,D,WHRehnquist,Nixon,R,R,101_102,1,1,-1,Criminal Procedure
80,78,92,169,17,35,1960,HLBlack,FDR,D,D,FFrankfurter,FDR,D,I,78_80,2,1,1,Criminal Procedure
114,113,66,79,17,21,2011,SSotomayor,Obama,D,I,EKagan,Obama,D,D,113_114,1,1,1,Criminal Procedure
114,110,72,80,18,22,2013,SGBreyer,Clinton,D,D,EKagan,Obama,D,D,110_114,1,1,1,Criminal Procedure
108,105,83,95,19,22,2001,AScalia,Reagan,R,R,CThomas,Bush,R,R,105_108,2,2,-1,Criminal Procedure
91,88,144,169,30,36,1960,TCClark,Truman,D,D,JHarlan2,Eisenhower,R,R,88_91,1,1,0,Criminal Procedure
92,88,151,175,27,32,1965,TCClark,Truman,D,D,WJBrennan,Eisenhower,R,D,88_92,1,1,0,Criminal Procedure
95,81,106,232,17,49,1972,WODouglas,FDR,D,D,BRWhite,Kennedy,D,D,81_95,2,1,1,Criminal Procedure
112,109,30,45,8,14,2005,RBGinsburg,Clinton,D,D,SAAlito,WBush,R,R,109_112,1,1,0,Criminal Procedure
91,81,105,171,27,43,1969,WODouglas,FDR,D,D,JHarlan2,Eisenhower,R,R,81_91,1,1,0,Criminal Procedure
103,98,169,220,38,51,1976,TMarshall,LBJ,D,D,JPStevens,Ford,R,R,98_103,1,1,0,Criminal Procedure
101,100,136,167,34,39,1977,HABlackmun,Nixon,R,R,LFPowell,Nixon,R,D,100_101,1,1,-1,Criminal Procedure
81,78,84,101,23,24,1953,HLBlack,FDR,D,D,WODouglas,FDR,D,D,78_81,1,1,1,Criminal Procedure
98,95,108,186,14,40,1988,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,95_98,1,2,1,Criminal Procedure
86,78,130,188,18,28,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,78_86,1,1,1,Criminal Procedure
110,109,89,95,28,30,2003,RBGinsburg,Clinton,D,D,SGBreyer,Clinton,D,D,109_110,1,1,1,Criminal Procedure
